N, epsilon, method, forward, backward, central, upwind, downwind
512,1e-05,Curvature,2.745091931544161,20.935694899198996,2.3416799841191605e-05,0.0014911194440254683,1.0007245808915024
8,1e-06,Arc Length,1.1447290670247359,1.0254607640273252,1.0004868897667738,1.0061131947325384,0.001649893036972161
8,1e-06,Curvature,1.004578074339432,1.6608945719689696,1.000924650027136,1.0069222367477022,1.0013240517941635
16,1e-06,Arc Length,1.0000475889934421,1.2531472791221385,1.0026001684624053,0.09162690675543661,0.257493586658362
16,1e-06,Curvature,1.0505098274692342,3.929052792132809,1.0035506999866186,1.0001571638941944,1.0000352582014171
32,1e-06,Arc Length,7.012038573090144,1.059983471872921,1.0128079290000613,0.06331111331226347,0.9320709971641725
32,1e-06,Curvature,1.0003780575460546,2.128586873992284,1.113966468035876,0.0261069497370926,4.246908331992545e-07
64,1e-06,Arc Length,1.0000448597372265,2.2307544873520926,0.02434438770420322,0.03741521431501195,1.0001959236009292
64,1e-06,Curvature,1.5828072164927605,4.191414901043923,0.000841014987116695,0.012436027000245486,1.0001470031527546
128,1e-06,Arc Length,1.0000009510957972,1.000060627798008,0.008580210941858013,0.02159355483313974,1.0002762112835917
128,1e-06,Curvature,10.22412397735152,1.8702189672793157,0.00022643800714139406,0.006097352005581036,1.00047000156199
256,1e-06,Arc Length,1.0000121936594426,1.0000564011494955,0.0014134516687368903,0.012277295072515917,1.0005207423088147
256,1e-06,Curvature,2.474495779040004,1.6865585488251806,6.273295433101289e-05,0.0030229046192671305,1.0000234458209591
512,1e-06,Arc Length,1.3071265832262868,2.1913406053686337,0.0010383305688194309,0.006838728444008679,1.6104059093231142e-08
512,1e-06,Curvature,3.8888676462312013,1.3910947057399923,1.9497689751069025e-05,0.001505637533283477,1.0000288535834974
8,1e-07,Arc Length,7.913503081789342,6.884175370409766,1.0000486608566326,1.0001531377469763,0.8973594592174868
8,1e-07,Curvature,1.050889565701516,1.2571427879820616,1.0000896819411258,1.0049877327328185,0.574997881400245
16,1e-07,Arc Length,1.006986216284022,1.0000574541655856,1.000259209898537,3.8163687342154664,1.0000452287920696
16,1e-07,Curvature,1.0133000838651058,1.5644200102541186,0.9997981129739605,1.3854047489289278,1.0000035065375876
32,1e-07,Arc Length,1.1639831389754538,1.0447886248483296,1.0012520544768873,0.09661598867856078,1.0000066179896299
32,1e-07,Curvature,2.3866266401633123,1.0044113927250544,1.0054660105724076,0.028783481894466445,1.0000086539118036
64,1e-07,Arc Length,1.0000086307940563,1.0000125315627255,1.0058075168244076,0.039198584279627635,1.0000142742089064
64,1e-07,Curvature,2.5506018549369873,2.6592383587298007,0.000805280577292844,0.012614897756969778,1.0000140087392937
128,1e-07,Arc Length,2.1908653463649794,1.0963931180152342,0.012399811683398543,0.02268022484539424,1.000041589332947
128,1e-07,Curvature,4.237513625351001,1.6292743496034696,0.0002370656729037135,0.00614888812384129,1.0000280893187576
256,1e-07,Arc Length,1.000010169912104,1.0000001996570667,0.005361747600982958,0.012941715940844478,1.0000555064769558
256,1e-07,Curvature,2.11262781378687,1.723161809778663,6.640434543370155e-05,0.0030400236364632738,1.0000762210487018
512,1e-07,Arc Length,1.0000700015427686,1.0000008014636481,0.001448422033585861,0.007278047608847982,1.0001038237004187
512,1e-07,Curvature,1.1097591689864807,1.039062704598363,1.9440113962931882e-05,0.0015120017563468036,1.0004647540649751
